,Group.1,Group.2,Group.3,x
919,4,2003,HAMM,9.313333333333333
920,5,2003,HAMM,13.92
921,6,2003,HAMM,18.335
922,7,2003,HAMM,20.46
923,8,2003,HAMM,21.810000000000002
924,9,2003,HAMM,18.286666666666665
925,10,2003,HAMM,13.62
926,11,2003,HAMM,8.63
927,12,2003,HAMM,6.54
928,1,2004,HAMM,5.2
929,2,2004,HAMM,6.15
930,3,2004,HAMM,5.796666666666667
931,4,2004,HAMM,10.015
932,5,2004,HAMM,13.67
933,6,2004,HAMM,17.53
934,7,2004,HAMM,17.965
935,8,2004,HAMM,21.015
936,9,2004,HAMM,17.456666666666667
937,10,2004,HAMM,13.41
938,11,2004,HAMM,11.1
939,12,2004,HAMM,6.51
940,1,2005,HAMM,5.78
941,2,2005,HAMM,4.97
942,3,2005,HAMM,5.395
943,4,2005,HAMM,9.715
944,5,2005,HAMM,12.72
945,6,2005,HAMM,16.525
946,7,2005,HAMM,20.005
947,8,2005,HAMM,18.975
948,9,2005,HAMM,19.189999999999998
949,10,2005,HAMM,14.06
950,11,2005,HAMM,10.18
951,12,2005,HAMM,5.96
952,1,1990,HANS,5.9
953,2,1990,HANS,6.8
954,3,1990,HANS,9.7
955,4,1990,HANS,10.1
956,5,1990,HANS,15.4
957,6,1990,HANS,16.1
958,7,1990,HANS,19.2
959,8,1990,HANS,21.3
960,9,1990,HANS,18.1
961,10,1990,HANS,14.4
962,11,1990,HANS,10.9
963,12,1990,HANS,6.0
964,1,1991,HANS,5.5
965,2,1991,HANS,2.4
966,3,1991,HANS,4.4
967,4,1991,HANS,9.3
968,5,1991,HANS,13.2
969,6,1991,HANS,14.3
970,7,1991,HANS,19.3
971,8,1991,HANS,21.0
972,9,1991,HANS,18.200000000000003
973,10,1991,HANS,12.1
974,11,1991,HANS,7.1
975,12,1991,HANS,6.0
976,1,1992,HANS,5.8
977,2,1992,HANS,4.5
978,3,1992,HANS,7.2
979,4,1992,HANS,8.2
980,5,1992,HANS,12.2
981,6,1992,HANS,18.6
982,7,1992,HANS,20.0
983,8,1992,HANS,20.25
984,10,1992,HANS,15.5
985,11,1992,HANS,8.85
986,12,1992,HANS,6.9
987,1,1993,HANS,5.2
988,2,1993,HANS,6.1
989,3,1993,HANS,6.1
990,4,1993,HANS,11.6
991,5,1993,HANS,15.7
992,6,1993,HANS,18.1
993,7,1993,HANS,18.7
994,8,1993,HANS,18.9
995,9,1993,HANS,17.0
996,10,1993,HANS,14.4
997,11,1993,HANS,9.3
998,12,1993,HANS,4.9
999,1,1994,HANS,5.7
1000,2,1994,HANS,4.7
1001,3,1994,HANS,8.4
1002,4,1994,HANS,8.7
1003,5,1994,HANS,13.133333333333333
1004,6,1994,HANS,16.45
1005,7,1994,HANS,21.85
1006,8,1994,HANS,18.9
1007,9,1994,HANS,16.05
1008,10,1994,HANS,12.0
1009,11,1994,HANS,11.5
1010,12,1994,HANS,8.3
1011,1,1995,HANS,5.5
1012,2,1995,HANS,7.6
1013,3,1995,HANS,7.1
1014,4,1995,HANS,8.85
1015,5,1995,HANS,12.350000000000001
1016,6,1995,HANS,15.95
1017,7,1995,HANS,20.9
1018,8,1995,HANS,21.6
1019,9,1995,HANS,18.049999999999997
1020,10,1995,HANS,14.55
1021,11,1995,HANS,9.3
1022,12,1995,HANS,4.0
1023,1,1996,HANS,2.6
1024,2,1996,HANS,0.9
1025,3,1996,HANS,3.6
1026,4,1996,HANS,6.2
1027,5,1996,HANS,11.3
1028,6,1996,HANS,16.55
1029,7,1996,HANS,18.0
1030,8,1996,HANS,19.75
1031,9,1996,HANS,16.733333333333334
1032,10,1996,HANS,13.7
1033,11,1996,HANS,9.1
1034,12,1996,HANS,5.4
1035,1,1997,HANS,-0.83
1036,2,1997,HANS,3.28
1037,3,1997,HANS,8.54
1038,4,1997,HANS,10.04
1039,5,1997,HANS,13.594999999999999
1040,6,1997,HANS,17.42
1041,7,1997,HANS,18.91
1042,8,1997,HANS,21.663333333333334
1043,9,1997,HANS,18.55
1044,10,1997,HANS,14.3
1045,11,1997,HANS,9.76
1046,12,1997,HANS,5.56
1047,1,1998,HANS,6.34
1048,2,1998,HANS,5.25
1049,3,1998,HANS,7.42
1050,4,1998,HANS,9.33
1051,5,1998,HANS,14.67
1052,6,1998,HANS,17.35666666666667
1053,7,1998,HANS,18.439999999999998
1054,8,1998,HANS,19.67
1055,9,1998,HANS,16.630000000000003
1056,10,1998,HANS,13.33
1057,11,1998,HANS,9.72
1058,12,1998,HANS,4.42
1059,1,1999,HANS,5.93
1060,2,1999,HANS,5.29
1061,3,1999,HANS,6.39
1062,4,1999,HANS,10.18
1063,5,1999,HANS,13.98
1064,6,1999,HANS,17.515
1065,7,1999,HANS,20.28
1066,8,1999,HANS,20.32
1067,9,1999,HANS,19.18
1068,10,1999,HANS,13.54
1069,11,1999,HANS,9.97
1070,12,1999,HANS,7.14
1071,1,2000,HANS,5.09
1072,2,2000,HANS,6.03
1073,3,2000,HANS,8.06
1074,4,2000,HANS,9.3
1075,5,2000,HANS,15.16
1076,6,2000,HANS,18.205
1077,7,2000,HANS,18.52
1078,8,2000,HANS,20.03
1079,9,2000,HANS,18.53
1080,10,2000,HANS,15.605
1081,11,2000,HANS,9.33
1082,12,2000,HANS,8.12
1083,1,2001,HANS,3.74
1084,2,2001,HANS,6.64
1085,3,2001,HANS,6.64
1086,4,2001,HANS,9.32
1087,5,2001,HANS,13.36
1088,6,2001,HANS,16.883333333333333
1089,7,2001,HANS,20.256666666666664
1090,8,2001,HANS,20.927500000000002
1091,9,2001,HANS,15.705
1092,10,2001,HANS,15.263333333333334
1093,11,2001,HANS,9.765
1094,12,2001,HANS,5.985
1095,1,2002,HANS,3.39
1096,2,2002,HANS,8.65
1097,3,2002,HANS,8.05
1098,4,2002,HANS,10.41
1099,5,2002,HANS,13.594999999999999
1100,6,2002,HANS,16.9
1101,7,2002,HANS,18.953333333333333
1102,8,2002,HANS,20.939999999999998
1103,9,2002,HANS,18.185000000000002
1104,10,2002,HANS,14.265
1105,11,2002,HANS,10.43
1106,12,2002,HANS,5.21
1107,1,2003,HANS,4.13
1108,2,2003,HANS,4.5
1109,3,2003,HANS,6.6
1110,4,2003,HANS,8.39
1111,5,2003,HANS,13.805
1112,6,2003,HANS,18.915
1113,7,2003,HANS,20.986666666666668
1114,8,2003,HANS,22.585
1115,9,2003,HANS,19.075000000000003
1116,10,2003,HANS,13.434999999999999
1117,11,2003,HANS,8.95
1118,12,2003,HANS,6.8
1119,1,2004,HANS,5.66
1120,2,2004,HANS,6.39
1121,3,2004,HANS,5.34
1122,4,2004,HANS,9.32
1123,5,2004,HANS,14.27
1124,6,2004,HANS,17.686666666666667
1125,7,2004,HANS,18.875
1126,8,2004,HANS,21.255
1127,9,2004,HANS,17.985
1128,10,2004,HANS,13.83
1129,11,2004,HANS,9.79
1130,12,2004,HANS,6.72
1131,1,2005,HANS,6.76
1132,2,2005,HANS,5.45
1133,3,2005,HANS,3.29
1134,4,2005,HANS,9.32
1135,5,2005,HANS,13.26
1136,6,2005,HANS,18.630000000000003
1137,7,2005,HANS,19.985
1138,8,2005,HANS,19.200000000000003
1139,9,2005,HANS,19.435
1140,10,2005,HANS,15.94
1141,11,2005,HANS,12.32
1142,12,2005,HANS,6.47
1143,1,1990,HUIB,3.7
1144,2,1990,HUIB,5.8
1145,3,1990,HUIB,6.7
1146,4,1990,HUIB,9.3
1147,5,1990,HUIB,15.0
1148,6,1990,HUIB,16.2
1149,7,1990,HUIB,17.3
1150,8,1990,HUIB,20.0
1151,9,1990,HUIB,15.6
1152,10,1990,HUIB,13.6
1153,11,1990,HUIB,8.4
1154,12,1990,HUIB,4.2
1155,1,1991,HUIB,4.3
1156,2,1991,HUIB,2.0
1157,3,1991,HUIB,4.2
1158,4,1991,HUIB,9.1
1159,6,1991,HUIB,13.0
1160,7,1991,HUIB,18.9
1161,8,1991,HUIB,21.0
1162,9,1991,HUIB,18.1
1163,10,1991,HUIB,13.7
1164,11,1991,HUIB,NaN
1165,12,1991,HUIB,3.7
1166,1,1992,HUIB,5.3
1167,2,1992,HUIB,4.8
1168,3,1992,HUIB,5.6
1169,4,1992,HUIB,8.95
1170,5,1992,HUIB,14.100000000000001
1171,6,1992,HUIB,17.75
1172,7,1992,HUIB,19.55
1173,8,1992,HUIB,19.0
1174,9,1992,HUIB,15.3
1175,10,1992,HUIB,13.2
1176,11,1992,HUIB,7.8
1177,12,1992,HUIB,6.3
1178,1,1993,HUIB,1.1
1179,2,1993,HUIB,3.4
1180,3,1993,HUIB,3.1
1181,4,1993,HUIB,7.5
1182,5,1993,HUIB,13.05
1183,6,1993,HUIB,16.2
1184,7,1993,HUIB,16.633333333333333
1185,8,1993,HUIB,16.75
1186,9,1993,HUIB,14.55
1187,10,1993,HUIB,13.2
1188,11,1993,HUIB,7.8
1189,12,1993,HUIB,4.2
1190,1,1994,HUIB,4.6
1191,3,1994,HUIB,4.75
1192,4,1994,HUIB,7.25
1193,5,1994,HUIB,12.25
1194,6,1994,HUIB,14.65
1195,7,1994,HUIB,20.4
1196,8,1994,HUIB,21.05
1197,9,1994,HUIB,15.8
1198,10,1994,HUIB,12.0
1199,11,1994,HUIB,9.2
1200,12,1994,HUIB,8.1
1201,1,1995,HUIB,2.4
1202,2,1995,HUIB,5.0
1203,3,1995,HUIB,5.2
1204,4,1995,HUIB,8.0
1205,5,1995,HUIB,12.1
1206,6,1995,HUIB,15.0
1207,7,1995,HUIB,17.0
1208,8,1995,HUIB,21.1
1209,9,1995,HUIB,16.5
1210,10,1995,HUIB,12.7
1211,11,1995,HUIB,9.4
1212,12,1995,HUIB,2.9
1213,1,1996,HUIB,-0.5
1214,2,1996,HUIB,-0.3
1215,4,1996,HUIB,3.8499999999999996
1216,5,1996,HUIB,10.2
1217,6,1996,HUIB,15.75
1218,7,1996,HUIB,16.7
1219,8,1996,HUIB,19.5
1220,9,1996,HUIB,15.4
1221,10,1996,HUIB,12.3
1222,11,1996,HUIB,7.4
1223,12,1996,HUIB,3.9
1224,2,1997,HUIB,1.5999999999999999
1225,3,1997,HUIB,6.1
1226,4,1997,HUIB,7.75
1227,5,1997,HUIB,12.333333333333334
1228,6,1997,HUIB,17.0
1229,7,1997,HUIB,18.866666666666667
1230,8,1997,HUIB,22.450000000000003
1231,9,1997,HUIB,15.7
1232,10,1997,HUIB,14.7
1233,11,1997,HUIB,NaN
1234,12,1997,HUIB,5.1
1235,1,1998,HUIB,5.8
1236,2,1998,HUIB,3.0
1237,3,1998,HUIB,6.4
1238,4,1998,HUIB,9.2
1239,5,1998,HUIB,13.3
1240,6,1998,HUIB,16.5
1241,7,1998,HUIB,17.2
1242,8,1998,HUIB,18.45
1243,9,1998,HUIB,15.1
1244,10,1998,HUIB,11.0
1245,11,1998,HUIB,7.65
1246,12,1998,HUIB,3.8
1247,1,1999,HUIB,4.2
1248,2,1999,HUIB,3.55
1249,3,1999,HUIB,6.1
1250,4,1999,HUIB,10.0
1251,5,1999,HUIB,13.5
1252,6,1999,HUIB,16.1
1253,7,1999,HUIB,19.35
1254,8,1999,HUIB,19.2
1255,9,1999,HUIB,18.95
1256,10,1999,HUIB,11.835
1257,11,1999,HUIB,6.52
1258,12,1999,HUIB,3.79
1259,1,2000,HUIB,4.41
1260,2,2000,HUIB,4.69
1261,3,2000,HUIB,5.605
1262,4,2000,HUIB,8.683333333333334
1263,5,2000,HUIB,14.765
1264,6,2000,HUIB,16.135
1265,7,2000,HUIB,16.564999999999998
1266,8,2000,HUIB,19.035
1267,9,2000,HUIB,16.525
1268,10,2000,HUIB,13.695
1269,11,2000,HUIB,7.69
1270,12,2000,HUIB,7.97
1271,1,2001,HUIB,1.78
1272,2,2001,HUIB,4.04
1273,3,2001,HUIB,3.1849999999999996
1274,4,2001,HUIB,6.33
1275,5,2001,HUIB,12.45
1276,6,2001,HUIB,16.58
1277,7,2001,HUIB,19.675
1278,8,2001,HUIB,20.2
1279,9,2001,HUIB,14.915
1280,10,2001,HUIB,14.08
1281,11,2001,HUIB,8.76
1282,12,2001,HUIB,6.56
1283,1,2002,HUIB,2.53
1284,2,2002,HUIB,6.89
1285,3,2002,HUIB,6.96
1286,4,2002,HUIB,9.915
1287,5,2002,HUIB,12.77
1288,6,2002,HUIB,17.085
1289,7,2002,HUIB,16.885
1290,8,2002,HUIB,21.465000000000003
1291,9,2002,HUIB,19.585
1292,10,2002,HUIB,12.046666666666667
1293,11,2002,HUIB,8.42
1294,12,2002,HUIB,0.61
1295,1,2003,HUIB,3.02
1296,2,2003,HUIB,1.6749999999999998
1297,3,2003,HUIB,5.79
1298,4,2003,HUIB,9.45
1299,5,2003,HUIB,14.135
1300,6,2003,HUIB,18.72
1301,7,2003,HUIB,19.875
1302,8,2003,HUIB,21.07
1303,9,2003,HUIB,17.525
1304,10,2003,HUIB,12.84
1305,11,2003,HUIB,7.345000000000001
1306,12,2003,HUIB,4.53
1307,1,2004,HUIB,4.64
1308,2,2004,HUIB,5.3
1309,3,2004,HUIB,5.1899999999999995
1310,4,2004,HUIB,10.32
1311,5,2004,HUIB,13.645
1312,6,2004,HUIB,16.1
1313,7,2004,HUIB,17.384999999999998
1314,8,2004,HUIB,18.82
1315,9,2004,HUIB,15.84
1316,10,2004,HUIB,10.78
1317,11,2004,HUIB,9.66
1318,12,2004,HUIB,6.21
1319,1,2005,HUIB,5.0
1320,2,2005,HUIB,2.91
1321,3,2005,HUIB,3.1
1322,4,2005,HUIB,8.6
1323,5,2005,HUIB,11.649999999999999
1324,6,2005,HUIB,14.879999999999999
1325,7,2005,HUIB,19.003333333333334
1326,8,2005,HUIB,16.92
1327,9,2005,HUIB,17.619999999999997
1328,10,2005,HUIB,12.05
1329,11,2005,HUIB,10.84
1330,12,2005,HUIB,5.75
1331,1,1990,LODS,5.25
1332,2,1990,LODS,7.0
1333,3,1990,LODS,9.1
1334,4,1990,LODS,9.8
1335,5,1990,LODS,16.5
1336,6,1990,LODS,17.5
1337,7,1990,LODS,19.2
1338,8,1990,LODS,21.4
1339,9,1990,LODS,17.5
1340,10,1990,LODS,14.0
1341,11,1990,LODS,9.2
1342,12,1990,LODS,6.7
1343,1,1991,LODS,4.9
1344,2,1991,LODS,0.3
1345,3,1991,LODS,3.5
1346,4,1991,LODS,8.6
1347,5,1991,LODS,9.5
1348,6,1991,LODS,13.6
1349,7,1991,LODS,18.35
1350,8,1991,LODS,20.3
1351,9,1991,LODS,17.3
1352,10,1991,LODS,12.0
1353,11,1991,LODS,6.4
1354,12,1991,LODS,2.9
1355,1,1992,LODS,4.8
1356,2,1992,LODS,3.3
1357,3,1992,LODS,6.6
1358,4,1992,LODS,7.7
1359,5,1992,LODS,12.4
1360,6,1992,LODS,20.1
1361,7,1992,LODS,19.4
1362,8,1992,LODS,20.5
1363,9,1992,LODS,15.7
1364,10,1992,LODS,14.0
1365,11,1992,LODS,8.1
1366,12,1992,LODS,6.85
1367,1,1993,LODS,4.4
1368,2,1993,LODS,4.8
1369,3,1993,LODS,5.25
1370,4,1993,LODS,12.5
1371,5,1993,LODS,16.2
1372,6,1993,LODS,18.1
1373,7,1993,LODS,18.3
1374,8,1993,LODS,18.6
1375,9,1993,LODS,16.5
1376,10,1993,LODS,13.9
1377,11,1993,LODS,8.1
1378,12,1993,LODS,3.8
1379,1,1994,LODS,4.95
1380,3,1994,LODS,5.3999999999999995
1381,4,1994,LODS,8.3
1382,5,1994,LODS,13.866666666666667
1383,6,1994,LODS,16.7
1384,7,1994,LODS,21.0
1385,8,1994,LODS,20.766666666666666
1386,9,1994,LODS,15.2
1387,10,1994,LODS,11.3
1388,11,1994,LODS,10.8
1389,12,1994,LODS,9.0
1390,1,1995,LODS,5.2
1391,2,1995,LODS,6.8
1392,3,1995,LODS,7.0
1393,4,1995,LODS,9.75
1394,5,1995,LODS,13.9
1395,6,1995,LODS,15.850000000000001
1396,7,1995,LODS,20.25
1397,8,1995,LODS,20.96666666666667
1398,9,1995,LODS,16.700000000000003
1399,10,1995,LODS,15.2
1400,11,1995,LODS,10.3
1401,12,1995,LODS,6.9
1402,1,1996,LODS,2.3
1403,2,1996,LODS,0.5
1404,3,1996,LODS,3.15
1405,4,1996,LODS,8.55
1406,5,1996,LODS,12.649999999999999
1407,6,1996,LODS,17.5
1408,7,1996,LODS,18.6
1409,8,1996,LODS,19.3
1410,9,1996,LODS,15.700000000000001
1411,10,1996,LODS,13.6
1412,11,1996,LODS,10.0
1413,12,1996,LODS,5.1
1414,1,1997,LODS,NaN
1415,2,1997,LODS,3.0949999999999998
1416,3,1997,LODS,8.030000000000001
1417,4,1997,LODS,9.25
1418,5,1997,LODS,13.585
1419,6,1997,LODS,17.715
1420,7,1997,LODS,19.296666666666667
1421,8,1997,LODS,23.34
1422,9,1997,LODS,18.799999999999997
1423,10,1997,LODS,12.3
1424,11,1997,LODS,7.59
1425,12,1997,LODS,3.68
1426,1,1998,LODS,6.02
1427,2,1998,LODS,4.585
1428,3,1998,LODS,7.025
1429,4,1998,LODS,9.85
1430,5,1998,LODS,14.465
1431,6,1998,LODS,17.36
1432,7,1998,LODS,17.26
1433,8,1998,LODS,20.009999999999998
1434,9,1998,LODS,16.12
1435,10,1998,LODS,11.99
1436,11,1998,LODS,8.97
1437,12,1998,LODS,2.97
1438,1,1999,LODS,4.75
1439,2,1999,LODS,3.57
1440,3,1999,LODS,6.475
1441,4,1999,LODS,10.114999999999998
1442,5,1999,LODS,13.86
1443,6,1999,LODS,18.093333333333334
1444,7,1999,LODS,21.835
1445,8,1999,LODS,20.346666666666668
1446,9,1999,LODS,20.45
1447,10,1999,LODS,11.93
1448,11,1999,LODS,6.34
1449,12,1999,LODS,5.1
1450,1,2000,LODS,4.82
1451,2,2000,LODS,5.83
1452,3,2000,LODS,7.845000000000001
1453,4,2000,LODS,9.815
1454,5,2000,LODS,15.2
1455,6,2000,LODS,18.08
1456,7,2000,LODS,17.736666666666668
1457,8,2000,LODS,20.615000000000002
1458,9,2000,LODS,17.945
1459,10,2000,LODS,12.77
1460,11,2000,LODS,7.89
1461,12,2000,LODS,7.9
1462,1,2001,LODS,4.53
1463,2,2001,LODS,5.61
1464,3,2001,LODS,5.8149999999999995
1465,4,2001,LODS,8.585
1466,5,2001,LODS,12.805
1467,6,2001,LODS,16.115
1468,7,2001,LODS,20.236666666666665
1469,8,2001,LODS,20.685000000000002
1470,9,2001,LODS,15.6
1471,10,2001,LODS,15.18
1472,11,2001,LODS,8.8
1473,12,2001,LODS,4.44
1474,1,2002,LODS,2.01
1475,2,2002,LODS,7.65
1476,3,2002,LODS,8.045
1477,4,2002,LODS,10.71
1478,5,2002,LODS,12.465
1479,6,2002,LODS,17.545
1480,7,2002,LODS,17.68
1481,8,2002,LODS,21.1
1482,9,2002,LODS,18.62
1483,10,2002,LODS,14.254999999999999
1484,11,2002,LODS,9.58
1485,12,2002,LODS,3.43
1486,1,2003,LODS,2.14
1487,2,2003,LODS,3.17
1488,3,2003,LODS,5.555
1489,4,2003,LODS,10.493333333333334
1490,5,2003,LODS,14.74
1491,6,2003,LODS,19.615000000000002
1492,7,2003,LODS,21.56
1493,8,2003,LODS,22.285
1494,9,2003,LODS,17.900000000000002
1495,10,2003,LODS,12.52
1496,11,2003,LODS,7.92
1497,12,2003,LODS,5.48
1498,1,2004,LODS,4.86
1499,2,2004,LODS,6.07
1500,3,2004,LODS,5.78
1501,4,2004,LODS,10.425
1502,5,2004,LODS,14.120000000000001
1503,6,2004,LODS,18.97
1504,7,2004,LODS,18.015
1505,8,2004,LODS,21.59
1506,9,2004,LODS,17.046666666666667
1507,10,2004,LODS,12.46
1508,11,2004,LODS,10.58
1509,12,2004,LODS,5.1
1510,1,2005,LODS,5.35
1511,2,2005,LODS,4.67
1512,3,2005,LODS,6.33
1513,4,2005,LODS,10.425
1514,5,2005,LODS,13.49
1515,6,2005,LODS,17.775
1516,7,2005,LODS,20.845
1517,8,2005,LODS,19.68
1518,9,2005,LODS,19.43
1519,10,2005,LODS,13.55
1520,11,2005,LODS,8.78
1521,12,2005,LODS,4.62
1522,1,1990,MARS,5.7
1523,2,1990,MARS,6.2
1524,3,1990,MARS,NaN
1525,4,1990,MARS,9.3
1526,5,1990,MARS,14.5
1527,6,1990,MARS,16.2
1528,7,1990,MARS,17.9
1529,8,1990,MARS,20.4
1530,9,1990,MARS,16.5
1531,10,1990,MARS,13.8
1532,11,1990,MARS,9.6
1533,12,1990,MARS,NaN
1534,1,1991,MARS,5.2
1535,2,1991,MARS,2.7
1536,3,1991,MARS,5.1
1537,4,1991,MARS,8.1
1538,5,1991,MARS,NaN
1539,6,1991,MARS,12.7
1540,7,1991,MARS,18.5
1541,8,1991,MARS,20.3
1542,9,1991,MARS,19.7
1543,10,1991,MARS,14.1
1544,11,1991,MARS,NaN
1545,12,1991,MARS,5.6
1546,1,1992,MARS,5.8
1547,2,1992,MARS,5.1
1548,3,1992,MARS,5.9
1549,4,1992,MARS,9.0
1550,5,1992,MARS,14.1
1551,6,1992,MARS,17.950000000000003
1552,7,1992,MARS,19.9
1553,8,1992,MARS,19.25
1554,9,1992,MARS,15.950000000000001
1555,10,1992,MARS,13.6
1556,11,1992,MARS,9.6
1557,12,1992,MARS,7.5
1558,2,1993,MARS,4.4
1559,3,1993,MARS,3.7
1560,4,1993,MARS,7.6
1561,5,1993,MARS,12.899999999999999
1562,6,1993,MARS,16.266666666666666
1563,7,1993,MARS,17.25
1564,8,1993,MARS,17.2
1565,9,1993,MARS,15.45
1566,10,1993,MARS,14.1
1567,11,1993,MARS,8.3
1568,12,1993,MARS,5.6
1569,1,1994,MARS,5.6
1570,3,1994,MARS,4.1
1571,4,1994,MARS,7.8
1572,5,1994,MARS,12.100000000000001
1573,6,1994,MARS,14.55
1574,7,1994,MARS,18.7
1575,8,1994,MARS,19.8
1576,9,1994,MARS,16.5
1577,10,1994,MARS,11.8
1578,11,1994,MARS,10.6
1579,12,1994,MARS,10.0
1580,1,1995,MARS,3.4
1581,2,1995,MARS,5.7
1582,3,1995,MARS,6.0
1583,4,1995,MARS,8.0
1584,5,1995,MARS,13.2
1585,6,1995,MARS,16.0
1586,7,1995,MARS,19.5
1587,8,1995,MARS,21.7
1588,9,1995,MARS,18.0
1589,10,1995,MARS,13.9
1590,11,1995,MARS,10.2
1591,12,1995,MARS,6.5
1592,1,1996,MARS,2.1
1593,2,1996,MARS,0.8
1594,4,1996,MARS,4.7
1595,5,1996,MARS,10.733333333333334
1596,6,1996,MARS,16.05
1597,7,1996,MARS,16.35
1598,8,1996,MARS,18.3
1599,9,1996,MARS,15.45
1600,10,1996,MARS,13.5
1601,11,1996,MARS,8.9
1602,12,1996,MARS,5.4
1603,1,1997,MARS,0.4
1604,2,1997,MARS,3.9
1605,3,1997,MARS,6.2
1606,4,1997,MARS,8.1
1607,5,1997,MARS,12.25
1608,6,1997,MARS,15.266666666666667
1609,7,1997,MARS,19.15
1610,8,1997,MARS,21.7
1611,9,1997,MARS,16.5
1612,10,1997,MARS,14.1
1613,11,1997,MARS,10.0
1614,12,1997,MARS,6.8
1615,1,1998,MARS,6.1
1616,2,1998,MARS,4.2
1617,3,1998,MARS,6.35
1618,4,1998,MARS,8.45
1619,5,1998,MARS,12.2
1620,6,1998,MARS,15.05
1621,7,1998,MARS,16.7
1622,8,1998,MARS,18.85
1623,9,1998,MARS,15.65
1624,10,1998,MARS,13.75
1625,11,1998,MARS,8.55
1626,12,1998,MARS,10.0
1627,1,1999,MARS,5.69
1628,2,1999,MARS,3.46
1629,3,1999,MARS,6.466666666666667
1630,4,1999,MARS,10.265
1631,5,1999,MARS,13.18
1632,6,1999,MARS,15.68
1633,7,1999,MARS,18.45
1634,8,1999,MARS,19.049999999999997
1635,9,1999,MARS,19.1
1636,10,1999,MARS,13.16
1637,11,1999,MARS,7.11
1638,12,1999,MARS,4.2
1639,1,2000,MARS,4.72
1640,2,2000,MARS,5.35
1641,3,2000,MARS,6.62
1642,4,2000,MARS,8.06
1643,5,2000,MARS,13.666666666666666
1644,6,2000,MARS,16.345
1645,7,2000,MARS,16.675
1646,8,2000,MARS,20.03
1647,9,2000,MARS,17.5
1648,10,2000,MARS,13.84
1649,11,2000,MARS,8.75
1650,12,2000,MARS,5.38
1651,1,2001,MARS,2.17
1652,2,2001,MARS,5.38
1653,3,2001,MARS,4.25
1654,4,2001,MARS,7.42
1655,5,2001,MARS,13.01
1656,6,2001,MARS,16.08
1657,7,2001,MARS,19.65
1658,8,2001,MARS,19.835
1659,9,2001,MARS,14.875
1660,10,2001,MARS,15.535
1661,11,2001,MARS,10.22
1662,12,2001,MARS,7.7
1663,1,2002,MARS,4.32
1664,2,2002,MARS,7.86
1665,3,2002,MARS,9.565000000000001
1666,4,2002,MARS,12.48
1667,5,2002,MARS,13.53
1668,6,2002,MARS,17.47
1669,7,2002,MARS,18.0
1670,8,2002,MARS,21.2
1671,9,2002,MARS,18.33
1672,10,2002,MARS,13.106666666666667
1673,11,2002,MARS,10.77
1674,12,2002,MARS,3.05
1675,1,2003,MARS,4.16
1676,2,2003,MARS,3.27
1677,3,2003,MARS,6.265
1678,4,2003,MARS,9.36
1679,5,2003,MARS,13.405
1680,6,2003,MARS,17.585
1681,7,2003,MARS,19.345
1682,8,2003,MARS,21.345
1683,9,2003,MARS,16.305
1684,10,2003,MARS,10.010000000000002
1685,11,2003,MARS,9.69
1686,12,2003,MARS,NaN
1687,1,2004,MARS,5.03
1688,2,2004,MARS,5.38
1689,3,2004,MARS,4.835
1690,4,2004,MARS,8.6
1691,5,2004,MARS,12.36
1692,6,2004,MARS,15.45
1693,7,2004,MARS,17.453333333333333
1694,8,2004,MARS,19.490000000000002
1695,9,2004,MARS,15.915
1696,10,2004,MARS,12.445
1697,11,2004,MARS,9.98
1698,12,2004,MARS,7.06
1699,1,2005,MARS,6.58
1700,2,2005,MARS,4.41
1701,3,2005,MARS,4.73
1702,4,2005,MARS,9.035
1703,5,2005,MARS,12.045
1704,6,2005,MARS,16.9
1705,7,2005,MARS,18.415
1706,8,2005,MARS,17.229999999999997
1707,9,2005,MARS,17.675
1708,10,2005,MARS,15.09
1709,11,2005,MARS,13.26
1710,12,2005,MARS,6.78
1711,1,1990,N02,6.6
1712,2,1990,N02,NaN
1713,3,1990,N02,9.2
1714,4,1990,N02,9.4
1715,5,1990,N02,13.6
1716,6,1990,N02,NaN
1717,7,1990,N02,17.5
1718,8,1990,N02,18.2
1719,9,1990,N02,NaN
1720,10,1990,N02,13.2
1721,11,1990,N02,9.6
1722,12,1990,N02,6.1
1723,1,1991,N02,5.0
1724,2,1991,N02,2.6
1725,3,1991,N02,6.2
1726,4,1991,N02,8.6
1727,5,1991,N02,10.7
1728,6,1991,N02,12.6
1729,7,1991,N02,18.3
1730,8,1991,N02,19.3
1731,10,1991,N02,14.266666666666667
1732,11,1991,N02,8.399999999999999
1733,12,1991,N02,7.1000000000000005
1734,1,1992,N02,5.75
1735,2,1992,N02,5.1
1736,3,1992,N02,6.6
1737,4,1992,N02,8.0
1738,5,1992,N02,11.6
1739,6,1992,N02,15.5
1740,7,1992,N02,19.5
1741,8,1992,N02,20.2
1742,9,1992,N02,16.5
1743,10,1992,N02,11.8
1744,11,1992,N02,10.09
1745,12,1992,N02,7.796666666666667
1746,1,1993,N02,6.1
1747,2,1993,N02,6.12
1748,3,1993,N02,7.1
1749,4,1993,N02,7.9
1750,5,1993,N02,13.0
1751,6,1993,N02,16.0
1752,7,1993,N02,17.1
1753,8,1993,N02,18.1
1754,9,1993,N02,16.6
1755,10,1993,N02,14.7
1756,11,1993,N02,7.333333333333333
1757,12,1993,N02,5.8999999999999995
1758,1,1994,N02,5.975
1759,2,1994,N02,4.75
1760,3,1994,N02,6.15
