,Group.1,Group.2,Group.3,x
896,5,2001,HAMM,28.845
897,6,2001,HAMM,30.924999999999997
898,7,2001,HAMM,31.913333333333334
899,8,2001,HAMM,32.94
900,9,2001,HAMM,31.955
901,10,2001,HAMM,31.12
902,11,2001,HAMM,31.1
903,12,2001,HAMM,30.67
904,1,2002,HAMM,30.11
905,2,2002,HAMM,30.99
906,3,2002,HAMM,29.755000000000003
907,4,2002,HAMM,30.759999999999998
908,5,2002,HAMM,30.285
909,6,2002,HAMM,31.240000000000002
910,7,2002,HAMM,32.019999999999996
911,8,2002,HAMM,31.856666666666666
912,9,2002,HAMM,32.29
913,10,2002,HAMM,31.354999999999997
914,11,2002,HAMM,31.15
915,12,2002,HAMM,31.55
916,1,2003,HAMM,31.01
917,2,2003,HAMM,30.23
918,3,2003,HAMM,30.255
919,4,2003,HAMM,30.53
920,5,2003,HAMM,30.37
921,6,2003,HAMM,32.29
922,7,2003,HAMM,32.56
923,8,2003,HAMM,33.775
924,9,2003,HAMM,32.943333333333335
925,10,2003,HAMM,32.69
926,11,2003,HAMM,32.57
927,12,2003,HAMM,32.59
928,1,2004,HAMM,31.45
929,2,2004,HAMM,32.57
930,3,2004,HAMM,31.05
931,4,2004,HAMM,32.035
932,5,2004,HAMM,31.875
933,6,2004,HAMM,32.14
934,7,2004,HAMM,32.39
935,8,2004,HAMM,32.69
936,9,2004,HAMM,32.71333333333333
937,10,2004,HAMM,32.77
938,11,2004,HAMM,33.29
939,12,2004,HAMM,31.0
940,1,2005,HAMM,31.0
941,2,2005,HAMM,33.07
942,3,2005,HAMM,30.08
943,4,2005,HAMM,31.36
944,5,2005,HAMM,30.36
945,6,2005,HAMM,31.16
946,7,2005,HAMM,31.185000000000002
947,8,2005,HAMM,31.235
948,9,2005,HAMM,33.595
949,10,2005,HAMM,32.11
950,11,2005,HAMM,31.83
951,12,2005,HAMM,32.57
952,1,1990,HANS,18.18
953,2,1990,HANS,15.15
954,3,1990,HANS,15.55
955,4,1990,HANS,18.8
956,5,1990,HANS,19.4
957,6,1990,HANS,21.23
958,7,1990,HANS,20.99
959,8,1990,HANS,24.54
960,9,1990,HANS,23.1
961,10,1990,HANS,22.78
962,11,1990,HANS,21.95
963,12,1990,HANS,21.69
964,1,1991,HANS,15.82
965,2,1991,HANS,15.24
966,3,1991,HANS,14.86
967,4,1991,HANS,19.560000000000002
968,5,1991,HANS,18.64
969,6,1991,HANS,20.95
970,7,1991,HANS,18.19
971,8,1991,HANS,20.0
972,9,1991,HANS,23.735
973,10,1991,HANS,24.4
974,11,1991,HANS,19.73
975,12,1991,HANS,21.39
976,1,1992,HANS,14.45
977,2,1992,HANS,17.11
978,3,1992,HANS,17.74
979,4,1992,HANS,15.74
980,5,1992,HANS,15.93
981,6,1992,HANS,17.3
982,7,1992,HANS,18.77
983,8,1992,HANS,19.94
984,10,1992,HANS,20.99
985,11,1992,HANS,16.84
986,12,1992,HANS,13.9
987,1,1993,HANS,13.85
988,2,1993,HANS,11.8
989,3,1993,HANS,14.995000000000001
990,4,1993,HANS,19.64
991,5,1993,HANS,19.76
992,6,1993,HANS,19.31
993,7,1993,HANS,22.91
994,8,1993,HANS,20.74
995,9,1993,HANS,23.02
996,10,1993,HANS,20.02
997,11,1993,HANS,19.71
998,12,1993,HANS,21.37
999,1,1994,HANS,4.69
1000,2,1994,HANS,9.295
1001,3,1994,HANS,10.23
1002,4,1994,HANS,15.17
1003,5,1994,HANS,16.386666666666667
1004,6,1994,HANS,17.365000000000002
1005,7,1994,HANS,19.825
1006,8,1994,HANS,20.96
1007,9,1994,HANS,20.880000000000003
1008,10,1994,HANS,21.3
1009,11,1994,HANS,19.15
1010,12,1994,HANS,17.94
1011,1,1995,HANS,10.25
1012,2,1995,HANS,6.77
1013,3,1995,HANS,9.99
1014,4,1995,HANS,14.165
1015,5,1995,HANS,16.165
1016,6,1995,HANS,16.46
1017,7,1995,HANS,19.419999999999998
1018,8,1995,HANS,22.28
1019,9,1995,HANS,18.615000000000002
1020,10,1995,HANS,21.715
1021,11,1995,HANS,22.06
1022,12,1995,HANS,22.0
1023,1,1996,HANS,19.32
1024,2,1996,HANS,20.96
1025,3,1996,HANS,17.66
1026,4,1996,HANS,20.05
1027,5,1996,HANS,20.509999999999998
1028,6,1996,HANS,21.02
1029,7,1996,HANS,24.3
1030,8,1996,HANS,23.365
1031,9,1996,HANS,21.313333333333333
1032,10,1996,HANS,24.36
1033,11,1996,HANS,21.06
1034,12,1996,HANS,19.18
1035,1,1997,HANS,19.36
1036,2,1997,HANS,18.28
1037,3,1997,HANS,20.68
1038,4,1997,HANS,20.8
1039,5,1997,HANS,19.95
1040,6,1997,HANS,21.215
1041,7,1997,HANS,20.595
1042,8,1997,HANS,21.636666666666667
1043,9,1997,HANS,23.4
1044,10,1997,HANS,22.34
1045,11,1997,HANS,22.06
1046,12,1997,HANS,21.47
1047,1,1998,HANS,18.04
1048,2,1998,HANS,17.78
1049,3,1998,HANS,13.6
1050,4,1998,HANS,15.32
1051,5,1998,HANS,17.060000000000002
1052,6,1998,HANS,20.11
1053,7,1998,HANS,21.200000000000003
1054,8,1998,HANS,23.07
1055,9,1998,HANS,20.490000000000002
1056,10,1998,HANS,20.43
1057,11,1998,HANS,10.64
1058,12,1998,HANS,10.71
1059,1,1999,HANS,10.49
1060,2,1999,HANS,9.52
1061,3,1999,HANS,7.33
1062,4,1999,HANS,14.59
1063,5,1999,HANS,15.325
1064,6,1999,HANS,19.145
1065,7,1999,HANS,19.14
1066,8,1999,HANS,22.346666666666668
1067,9,1999,HANS,22.240000000000002
1068,10,1999,HANS,19.8
1069,11,1999,HANS,21.55
1070,12,1999,HANS,17.32
1071,1,2000,HANS,11.02
1072,2,2000,HANS,10.23
1073,3,2000,HANS,9.39
1074,4,2000,HANS,14.15
1075,5,2000,HANS,15.835
1076,6,2000,HANS,15.045
1077,7,2000,HANS,17.38
1078,8,2000,HANS,17.75
1079,9,2000,HANS,19.825
1080,10,2000,HANS,19.18
1081,11,2000,HANS,13.17
1082,12,2000,HANS,7.76
1083,1,2001,HANS,7.86
1084,2,2001,HANS,8.97
1085,3,2001,HANS,11.69
1086,4,2001,HANS,10.975000000000001
1087,5,2001,HANS,11.5
1088,6,2001,HANS,15.82
1089,7,2001,HANS,17.28666666666667
1090,8,2001,HANS,19.57
1091,9,2001,HANS,17.53
1092,10,2001,HANS,14.996666666666666
1093,11,2001,HANS,14.645
1094,12,2001,HANS,14.92
1095,1,2002,HANS,12.06
1096,2,2002,HANS,7.6
1097,3,2002,HANS,7.0
1098,4,2002,HANS,12.18
1099,5,2002,HANS,16.94
1100,6,2002,HANS,18.11
1101,7,2002,HANS,18.69333333333333
1102,8,2002,HANS,19.775
1103,9,2002,HANS,19.92
1104,10,2002,HANS,20.67
1105,11,2002,HANS,11.77
1106,12,2002,HANS,14.07
1107,1,2003,HANS,6.6
1108,2,2003,HANS,6.82
1109,3,2003,HANS,10.85
1110,4,2003,HANS,14.94
1111,5,2003,HANS,18.505000000000003
1112,6,2003,HANS,19.19
1113,7,2003,HANS,20.926666666666666
1114,8,2003,HANS,24.075
1115,9,2003,HANS,24.28
1116,10,2003,HANS,24.805
1117,11,2003,HANS,22.64
1118,12,2003,HANS,21.44
1119,1,2004,HANS,17.76
1120,2,2004,HANS,13.27
1121,3,2004,HANS,15.23
1122,4,2004,HANS,17.85
1123,5,2004,HANS,21.05
1124,6,2004,HANS,21.666666666666668
1125,7,2004,HANS,22.884999999999998
1126,8,2004,HANS,22.555
1127,9,2004,HANS,23.715
1128,10,2004,HANS,22.975
1129,11,2004,HANS,22.0
1130,12,2004,HANS,20.0
1131,1,2005,HANS,16.0
1132,2,2005,HANS,15.92
1133,3,2005,HANS,17.31
1134,4,2005,HANS,17.69
1135,5,2005,HANS,16.26
1136,6,2005,HANS,21.57
1137,7,2005,HANS,21.595
1138,8,2005,HANS,21.43
1139,9,2005,HANS,24.04
1140,10,2005,HANS,23.700000000000003
1141,11,2005,HANS,21.7
1142,12,2005,HANS,20.84
1143,1,1990,HUIB,30.5
1144,2,1990,HUIB,30.92
1145,3,1990,HUIB,31.47
1146,4,1990,HUIB,30.46
1147,5,1990,HUIB,29.81
1148,6,1990,HUIB,31.1
1149,7,1990,HUIB,31.53
1150,8,1990,HUIB,32.3
1151,9,1990,HUIB,32.6
1152,10,1990,HUIB,32.6
1153,11,1990,HUIB,31.31
1154,12,1990,HUIB,28.16
1155,1,1991,HUIB,28.73
1156,2,1991,HUIB,30.58
1157,3,1991,HUIB,29.74
1158,4,1991,HUIB,30.58
1159,6,1991,HUIB,31.62
1160,7,1991,HUIB,30.95
1161,8,1991,HUIB,31.53
1162,9,1991,HUIB,32.04
1163,10,1991,HUIB,29.05
1164,11,1991,HUIB,31.65
1165,12,1991,HUIB,31.11
1166,1,1992,HUIB,29.95
1167,2,1992,HUIB,30.76
1168,3,1992,HUIB,30.14
1169,4,1992,HUIB,31.345
1170,5,1992,HUIB,27.619999999999997
1171,6,1992,HUIB,28.13
1172,7,1992,HUIB,32.28
1173,8,1992,HUIB,29.02
1174,9,1992,HUIB,31.54
1175,10,1992,HUIB,32.34
1176,11,1992,HUIB,31.23
1177,12,1992,HUIB,30.22
1178,1,1993,HUIB,29.22
1179,2,1993,HUIB,25.22
1180,3,1993,HUIB,22.43
1181,4,1993,HUIB,25.91
1182,5,1993,HUIB,30.555
1183,6,1993,HUIB,28.54
1184,7,1993,HUIB,32.00666666666667
1185,8,1993,HUIB,30.810000000000002
1186,9,1993,HUIB,26.52
1187,10,1993,HUIB,30.12
1188,11,1993,HUIB,25.39
1189,12,1993,HUIB,28.79
1190,1,1994,HUIB,22.9
1191,3,1994,HUIB,27.725
1192,4,1994,HUIB,24.135
1193,5,1994,HUIB,27.990000000000002
1194,6,1994,HUIB,29.425
1195,7,1994,HUIB,29.915
1196,8,1994,HUIB,30.5
1197,9,1994,HUIB,31.74
1198,10,1994,HUIB,30.27
1199,11,1994,HUIB,16.56
1200,12,1994,HUIB,17.17
1201,1,1995,HUIB,25.63
1202,2,1995,HUIB,27.86
1203,3,1995,HUIB,25.8
1204,4,1995,HUIB,27.43
1205,5,1995,HUIB,28.8
1206,6,1995,HUIB,30.3
1207,7,1995,HUIB,28.71
1208,8,1995,HUIB,29.6
1209,9,1995,HUIB,30.68
1210,10,1995,HUIB,30.38
1211,11,1995,HUIB,30.74
1212,12,1995,HUIB,16.89
1213,1,1996,HUIB,30.27
1214,2,1996,HUIB,31.48
1215,4,1996,HUIB,29.305
1216,5,1996,HUIB,30.483333333333334
1217,6,1996,HUIB,30.97
1218,7,1996,HUIB,30.45
1219,8,1996,HUIB,29.57
1220,9,1996,HUIB,31.73
1221,10,1996,HUIB,31.48
1222,11,1996,HUIB,23.75
1223,12,1996,HUIB,29.0
1224,2,1997,HUIB,29.925
1225,3,1997,HUIB,27.4
1226,4,1997,HUIB,29.3
1227,5,1997,HUIB,29.53333333333333
1228,6,1997,HUIB,29.32
1229,7,1997,HUIB,29.96666666666667
1230,8,1997,HUIB,30.64
1231,9,1997,HUIB,31.95
1232,10,1997,HUIB,32.5
1233,11,1997,HUIB,NaN
1234,12,1997,HUIB,31.38
1235,1,1998,HUIB,28.88
1236,2,1998,HUIB,29.88
1237,3,1998,HUIB,29.73
1238,4,1998,HUIB,29.17
1239,5,1998,HUIB,29.005
1240,6,1998,HUIB,29.71
1241,7,1998,HUIB,31.015
1242,8,1998,HUIB,31.4
1243,9,1998,HUIB,30.723333333333333
1244,10,1998,HUIB,30.74
1245,11,1998,HUIB,27.095
1246,12,1998,HUIB,27.8
1247,1,1999,HUIB,29.29
1248,2,1999,HUIB,28.535
1249,3,1999,HUIB,27.155
1250,4,1999,HUIB,28.405
1251,5,1999,HUIB,29.185000000000002
1252,6,1999,HUIB,30.275
1253,7,1999,HUIB,30.465
1254,8,1999,HUIB,30.68
1255,9,1999,HUIB,31.33
1256,10,1999,HUIB,31.130000000000003
1257,11,1999,HUIB,30.8
1258,12,1999,HUIB,29.91
1259,1,2000,HUIB,28.25
1260,2,2000,HUIB,29.68
1261,3,2000,HUIB,27.835
1262,4,2000,HUIB,28.726666666666667
1263,5,2000,HUIB,29.765
1264,6,2000,HUIB,30.91
1265,7,2000,HUIB,30.53
1266,8,2000,HUIB,30.91
1267,9,2000,HUIB,31.380000000000003
1268,10,2000,HUIB,30.935
1269,11,2000,HUIB,31.03
1270,12,2000,HUIB,29.98
1271,1,2001,HUIB,28.8
1272,2,2001,HUIB,27.22
1273,3,2001,HUIB,27.695
1274,4,2001,HUIB,28.91
1275,5,2001,HUIB,28.893333333333334
1276,6,2001,HUIB,29.275
1277,7,2001,HUIB,30.425
1278,8,2001,HUIB,30.455
1279,9,2001,HUIB,29.795
1280,10,2001,HUIB,29.884999999999998
1281,11,2001,HUIB,29.44
1282,12,2001,HUIB,27.19
1283,1,2002,HUIB,27.62
1284,2,2002,HUIB,28.82
1285,3,2002,HUIB,26.91
1286,4,2002,HUIB,27.22
1287,5,2002,HUIB,29.05
1288,6,2002,HUIB,29.33
1289,7,2002,HUIB,29.39
1290,8,2002,HUIB,28.97
1291,9,2002,HUIB,28.689999999999998
1292,10,2002,HUIB,29.393333333333334
1293,11,2002,HUIB,28.34
1294,12,2002,HUIB,28.55
1295,1,2003,HUIB,29.11
1296,2,2003,HUIB,26.47
1297,3,2003,HUIB,28.57
1298,4,2003,HUIB,29.295
1299,5,2003,HUIB,30.439999999999998
1300,6,2003,HUIB,29.8
1301,7,2003,HUIB,30.619999999999997
1302,8,2003,HUIB,30.84
1303,9,2003,HUIB,31.12
1304,10,2003,HUIB,31.145
1305,11,2003,HUIB,31.915
1306,12,2003,HUIB,30.54
1307,1,2004,HUIB,30.94
1308,2,2004,HUIB,26.39
1309,3,2004,HUIB,29.483333333333334
1310,4,2004,HUIB,29.16
1311,5,2004,HUIB,29.595
1312,6,2004,HUIB,31.54
1313,7,2004,HUIB,30.715
1314,8,2004,HUIB,30.48
1315,9,2004,HUIB,30.215
1316,10,2004,HUIB,30.99
1317,11,2004,HUIB,30.74
1318,12,2004,HUIB,30.81
1319,1,2005,HUIB,30.56
1320,2,2005,HUIB,30.17
1321,3,2005,HUIB,29.22
1322,4,2005,HUIB,29.490000000000002
1323,5,2005,HUIB,29.435000000000002
1324,6,2005,HUIB,29.415
1325,7,2005,HUIB,29.683333333333334
1326,8,2005,HUIB,30.82
1327,9,2005,HUIB,30.7
1328,10,2005,HUIB,31.0
1329,11,2005,HUIB,30.44
1330,12,2005,HUIB,30.47
1331,1,1990,LODS,30.995
1332,2,1990,LODS,31.21
1333,3,1990,LODS,31.58
1334,4,1990,LODS,31.68
1335,5,1990,LODS,32.19
1336,6,1990,LODS,32.53
1337,7,1990,LODS,32.49
1338,8,1990,LODS,32.91
1339,9,1990,LODS,32.83
1340,10,1990,LODS,32.6
1341,11,1990,LODS,32.35
1342,12,1990,LODS,32.48
1343,1,1991,LODS,31.38
1344,2,1991,LODS,31.26
1345,3,1991,LODS,31.33
1346,4,1991,LODS,31.43
1347,5,1991,LODS,31.6
1348,6,1991,LODS,32.0
1349,7,1991,LODS,31.185000000000002
1350,8,1991,LODS,31.81
1351,9,1991,LODS,32.88
1352,10,1991,LODS,32.91
1353,11,1991,LODS,31.92
1354,12,1991,LODS,32.08
1355,1,1992,LODS,31.9
1356,2,1992,LODS,31.5
1357,3,1992,LODS,31.67
1358,4,1992,LODS,31.72
1359,5,1992,LODS,30.98
1360,6,1992,LODS,31.0
1361,7,1992,LODS,31.25
1362,8,1992,LODS,31.46
1363,9,1992,LODS,31.04
1364,10,1992,LODS,31.83
1365,11,1992,LODS,31.75
1366,12,1992,LODS,31.270000000000003
1367,1,1993,LODS,31.09
1368,2,1993,LODS,31.21
1369,3,1993,LODS,31.285
1370,4,1993,LODS,31.31
1371,5,1993,LODS,31.62
1372,6,1993,LODS,31.66
1373,7,1993,LODS,32.27
1374,8,1993,LODS,31.68
1375,9,1993,LODS,32.08
1376,10,1993,LODS,31.41
1377,11,1993,LODS,31.27
1378,12,1993,LODS,30.65
1379,1,1994,LODS,29.4
1380,3,1994,LODS,29.55
1381,4,1994,LODS,29.55
1382,5,1994,LODS,29.633333333333333
1383,6,1994,LODS,29.935
1384,7,1994,LODS,30.25
1385,8,1994,LODS,31.1
1386,9,1994,LODS,31.104999999999997
1387,10,1994,LODS,30.92
1388,11,1994,LODS,30.45
1389,12,1994,LODS,30.45
1390,1,1995,LODS,29.53
1391,2,1995,LODS,28.41
1392,3,1995,LODS,28.59
1393,4,1995,LODS,28.92
1394,5,1995,LODS,27.445
1395,6,1995,LODS,28.875
1396,7,1995,LODS,28.990000000000002
1397,8,1995,LODS,29.513333333333332
1398,9,1995,LODS,29.62
1399,10,1995,LODS,29.31
1400,11,1995,LODS,29.63
1401,12,1995,LODS,29.75
1402,1,1996,LODS,30.24
1403,2,1996,LODS,30.6
1404,3,1996,LODS,31.395
1405,4,1996,LODS,31.52
1406,5,1996,LODS,31.82
1407,6,1996,LODS,31.189999999999998
1408,7,1996,LODS,31.384999999999998
1409,8,1996,LODS,31.55
1410,9,1996,LODS,31.615000000000002
1411,10,1996,LODS,31.31
1412,11,1996,LODS,31.3
1413,12,1996,LODS,30.82
1414,1,1997,LODS,NaN
1415,2,1997,LODS,31.29
1416,3,1997,LODS,31.085
1417,4,1997,LODS,31.625
1418,5,1997,LODS,31.439999999999998
1419,6,1997,LODS,31.47
1420,7,1997,LODS,31.04
1421,8,1997,LODS,31.39
1422,9,1997,LODS,31.66
1423,10,1997,LODS,31.85
1424,11,1997,LODS,31.57
1425,12,1997,LODS,31.27
1426,1,1998,LODS,30.9
1427,2,1998,LODS,30.9
1428,3,1998,LODS,30.465000000000003
1429,4,1998,LODS,30.34
1430,5,1998,LODS,30.535
1431,6,1998,LODS,30.71666666666667
1432,7,1998,LODS,31.23
1433,8,1998,LODS,31.689999999999998
1434,9,1998,LODS,31.695
1435,10,1998,LODS,31.21
1436,11,1998,LODS,30.4
1437,12,1998,LODS,29.99
1438,1,1999,LODS,29.33
1439,2,1999,LODS,29.3
1440,3,1999,LODS,28.435000000000002
1441,4,1999,LODS,28.795
1442,5,1999,LODS,29.59
1443,6,1999,LODS,30.13
1444,7,1999,LODS,30.66
1445,8,1999,LODS,31.046666666666667
1446,9,1999,LODS,31.4
1447,10,1999,LODS,31.47
1448,11,1999,LODS,31.16
1449,12,1999,LODS,30.31
1450,1,2000,LODS,29.64
1451,2,2000,LODS,29.32
1452,3,2000,LODS,28.515
1453,4,2000,LODS,28.85
1454,5,2000,LODS,29.155
1455,6,2000,LODS,29.425
1456,7,2000,LODS,30.273333333333333
1457,8,2000,LODS,30.555
1458,9,2000,LODS,30.814999999999998
1459,10,2000,LODS,30.87
1460,11,2000,LODS,30.6
1461,12,2000,LODS,28.89
1462,1,2001,LODS,29.8
1463,2,2001,LODS,30.17
1464,3,2001,LODS,29.715
1465,4,2001,LODS,29.85
1466,5,2001,LODS,28.84
1467,6,2001,LODS,29.785
1468,7,2001,LODS,30.593333333333334
1469,8,2001,LODS,31.235
1470,9,2001,LODS,31.2
1471,10,2001,LODS,30.52
1472,11,2001,LODS,30.48
1473,12,2001,LODS,29.68
1474,1,2002,LODS,29.27
1475,2,2002,LODS,28.82
1476,3,2002,LODS,28.53
1477,4,2002,LODS,29.355
1478,5,2002,LODS,29.509999999999998
1479,6,2002,LODS,30.035
1480,7,2002,LODS,30.57
1481,8,2002,LODS,31.026666666666667
1482,9,2002,LODS,31.41
1483,10,2002,LODS,31.475
1484,11,2002,LODS,30.54
1485,12,2002,LODS,30.78
1486,1,2003,LODS,30.05
1487,2,2003,LODS,29.66
1488,3,2003,LODS,29.439999999999998
1489,4,2003,LODS,29.933333333333334
1490,5,2003,LODS,29.86
1491,6,2003,LODS,30.85
1492,7,2003,LODS,31.72
1493,8,2003,LODS,32.825
1494,9,2003,LODS,32.946666666666665
1495,10,2003,LODS,32.64
1496,11,2003,LODS,32.47
1497,12,2003,LODS,32.38
1498,1,2004,LODS,30.74
1499,2,2004,LODS,32.04
1500,3,2004,LODS,30.293333333333333
1501,4,2004,LODS,30.87
1502,5,2004,LODS,31.145000000000003
1503,6,2004,LODS,31.27
1504,7,2004,LODS,31.975
1505,8,2004,LODS,31.884999999999998
1506,9,2004,LODS,32.24333333333333
1507,10,2004,LODS,32.49
1508,11,2004,LODS,32.24
1509,12,2004,LODS,31.0
1510,1,2005,LODS,31.0
1511,2,2005,LODS,32.96
1512,3,2005,LODS,29.67
1513,4,2005,LODS,30.745
1514,5,2005,LODS,29.785
1515,6,2005,LODS,30.18
1516,7,2005,LODS,30.45
1517,8,2005,LODS,30.765
1518,9,2005,LODS,32.82
1519,10,2005,LODS,31.41
1520,11,2005,LODS,31.17
1521,12,2005,LODS,31.77
1522,1,1990,MARS,29.07
1523,2,1990,MARS,30.66
1524,3,1990,MARS,NaN
1525,4,1990,MARS,27.21
1526,5,1990,MARS,30.47
1527,6,1990,MARS,30.44
1528,7,1990,MARS,29.58
1529,8,1990,MARS,32.03
1530,9,1990,MARS,29.43
1531,10,1990,MARS,29.43
1532,11,1990,MARS,30.81
1533,12,1990,MARS,NaN
1534,1,1991,MARS,22.41
1535,2,1991,MARS,30.49
1536,3,1991,MARS,28.9
1537,4,1991,MARS,30.76
1538,5,1991,MARS,31.35
1539,6,1991,MARS,32.42
1540,7,1991,MARS,27.83
1541,8,1991,MARS,29.9
1542,9,1991,MARS,30.3
1543,10,1991,MARS,30.48
1544,11,1991,MARS,27.12
1545,12,1991,MARS,31.32
1546,1,1992,MARS,24.0
1547,2,1992,MARS,30.03
1548,3,1992,MARS,29.76
1549,4,1992,MARS,29.4
1550,5,1992,MARS,27.259999999999998
1551,6,1992,MARS,28.145
1552,7,1992,MARS,31.14
1553,8,1992,MARS,24.65
1554,9,1992,MARS,29.564999999999998
1555,10,1992,MARS,26.59
1556,11,1992,MARS,29.69
1557,12,1992,MARS,28.82
1558,2,1993,MARS,6.37
1559,3,1993,MARS,21.77
1560,4,1993,MARS,21.285
1561,5,1993,MARS,28.195
1562,6,1993,MARS,26.743333333333332
1563,7,1993,MARS,31.314999999999998
1564,8,1993,MARS,28.935000000000002
1565,9,1993,MARS,23.65
1566,10,1993,MARS,28.92
1567,11,1993,MARS,29.38
1568,12,1993,MARS,30.04
1569,1,1994,MARS,15.78
1570,3,1994,MARS,22.83
1571,4,1994,MARS,19.035
1572,5,1994,MARS,27.925
1573,6,1994,MARS,28.95
1574,7,1994,MARS,28.11
1575,8,1994,MARS,31.18
1576,9,1994,MARS,30.36
1577,10,1994,MARS,19.32
1578,11,1994,MARS,16.49
1579,12,1994,MARS,20.47
1580,1,1995,MARS,26.24
1581,2,1995,MARS,23.25
1582,3,1995,MARS,22.36
1583,4,1995,MARS,26.01
1584,5,1995,MARS,27.88
1585,6,1995,MARS,26.36
1586,7,1995,MARS,28.47
1587,8,1995,MARS,29.42
1588,9,1995,MARS,31.03
1589,10,1995,MARS,28.8
1590,11,1995,MARS,27.5
1591,12,1995,MARS,27.02
1592,1,1996,MARS,27.79
1593,2,1996,MARS,27.64
1594,4,1996,MARS,29.84
1595,5,1996,MARS,31.21333333333333
1596,6,1996,MARS,30.189999999999998
1597,7,1996,MARS,31.1
1598,8,1996,MARS,31.134999999999998
1599,9,1996,MARS,29.994999999999997
1600,10,1996,MARS,31.05
1601,11,1996,MARS,29.35
1602,12,1996,MARS,19.2
1603,1,1997,MARS,27.35
1604,2,1997,MARS,30.54
1605,3,1997,MARS,31.05
1606,4,1997,MARS,28.795
1607,5,1997,MARS,31.974999999999998
1608,6,1997,MARS,29.496666666666666
1609,7,1997,MARS,27.235
1610,8,1997,MARS,29.08
1611,9,1997,MARS,29.78
1612,10,1997,MARS,31.02
1613,11,1997,MARS,31.43
1614,12,1997,MARS,29.99
1615,1,1998,MARS,29.65
1616,2,1998,MARS,33.77
1617,3,1998,MARS,27.759999999999998
1618,4,1998,MARS,27.685000000000002
1619,5,1998,MARS,28.115000000000002
1620,6,1998,MARS,29.195
1621,7,1998,MARS,28.82
1622,8,1998,MARS,29.645
1623,9,1998,MARS,27.23
1624,10,1998,MARS,26.23
1625,11,1998,MARS,25.04
1626,12,1998,MARS,30.1
1627,1,1999,MARS,31.05
1628,2,1999,MARS,26.48
1629,3,1999,MARS,23.9
1630,4,1999,MARS,25.945
1631,5,1999,MARS,30.27
1632,6,1999,MARS,28.6
1633,7,1999,MARS,27.09
1634,8,1999,MARS,30.665
1635,9,1999,MARS,28.835
1636,10,1999,MARS,28.125
1637,11,1999,MARS,28.4
1638,12,1999,MARS,27.44
1639,1,2000,MARS,23.6
1640,2,2000,MARS,29.11
1641,3,2000,MARS,24.41
1642,4,2000,MARS,29.85
1643,5,2000,MARS,27.970000000000002
1644,6,2000,MARS,28.975
1645,7,2000,MARS,29.785
1646,8,2000,MARS,25.4
1647,9,2000,MARS,26.384999999999998
1648,10,2000,MARS,30.36
1649,11,2000,MARS,29.13
1650,12,2000,MARS,26.18
1651,1,2001,MARS,23.7
1652,2,2001,MARS,26.35
1653,3,2001,MARS,25.68
1654,4,2001,MARS,25.79
1655,5,2001,MARS,26.686666666666667
1656,6,2001,MARS,27.535
1657,7,2001,MARS,28.67
1658,8,2001,MARS,27.424999999999997
1659,9,2001,MARS,27.17
1660,10,2001,MARS,29.45
1661,11,2001,MARS,28.08
1662,12,2001,MARS,23.98
1663,1,2002,MARS,25.33
1664,2,2002,MARS,25.94
1665,3,2002,MARS,23.82
1666,4,2002,MARS,23.43
1667,5,2002,MARS,28.623333333333335
1668,6,2002,MARS,26.66
1669,7,2002,MARS,27.355
1670,8,2002,MARS,28.32
1671,9,2002,MARS,24.36
1672,10,2002,MARS,26.96
1673,11,2002,MARS,22.61
1674,12,2002,MARS,27.56
1675,1,2003,MARS,27.27
1676,2,2003,MARS,24.729999999999997
1677,3,2003,MARS,29.58
1678,4,2003,MARS,31.295
1679,5,2003,MARS,31.17
1680,6,2003,MARS,30.58
1681,7,2003,MARS,33.42
1682,8,2003,MARS,30.64
1683,9,2003,MARS,32.565
1684,10,2003,MARS,28.81
1685,11,2003,MARS,29.58
1686,12,2003,MARS,30.09
1687,1,2004,MARS,28.9
1688,2,2004,MARS,24.2
1689,3,2004,MARS,28.979999999999997
1690,4,2004,MARS,29.58
1691,5,2004,MARS,27.810000000000002
1692,6,2004,MARS,30.075
1693,7,2004,MARS,29.276666666666667
1694,8,2004,MARS,30.59
1695,9,2004,MARS,30.130000000000003
1696,10,2004,MARS,29.590000000000003
1697,11,2004,MARS,28.05
1698,12,2004,MARS,26.65
1699,1,2005,MARS,29.12
1700,2,2005,MARS,29.49
1701,3,2005,MARS,26.064999999999998
1702,4,2005,MARS,28.270000000000003
1703,5,2005,MARS,27.82
1704,6,2005,MARS,28.28
1705,7,2005,MARS,28.96
1706,8,2005,MARS,28.61
1707,9,2005,MARS,29.205
1708,10,2005,MARS,28.744999999999997
1709,11,2005,MARS,31.259999999999998
1710,12,2005,MARS,28.14
1711,1,1990,N02,30.2
1712,2,1990,N02,NaN
1713,3,1990,N02,28.11
1714,4,1990,N02,27.72
1715,5,1990,N02,28.82
1716,6,1990,N02,NaN
1717,7,1990,N02,30.58
1718,8,1990,N02,29.7
1719,9,1990,N02,NaN
1720,10,1990,N02,31.96
1721,11,1990,N02,27.03
1722,12,1990,N02,31.73
1723,1,1991,N02,31.95
1724,2,1991,N02,29.88
1725,3,1991,N02,26.75
1726,4,1991,N02,29.42
1727,5,1991,N02,29.99
1728,6,1991,N02,29.72
1729,7,1991,N02,29.19
1730,8,1991,N02,29.58
1731,10,1991,N02,30.21666666666667
1732,11,1991,N02,29.775
